customer_id,recency,total_purchases,total_spend,cluster,segment,response
6437,80,6.0,76.0,3,Loyal,0
6439,37,31.0,1102.0,2,VIP,0
6445,73,16.0,858.0,0,At Risk,0
6457,77,24.0,902.0,0,At Risk,0
6460,78,7.0,57.0,3,Loyal,0
6461,74,23.0,946.0,0,At Risk,0
6466,22,10.0,121.0,1,New,0
6471,17,7.0,59.0,1,New,0
6488,86,8.0,99.0,3,Loyal,0
6497,32,17.0,433.0,1,New,0
6504,24,9.0,78.0,1,New,0
6507,16,8.0,56.0,1,New,0
6515,92,6.0,50.0,3,Loyal,0
6516,37,4.0,18.0,1,New,0
6518,8,19.0,606.0,2,VIP,0
6521,18,20.0,1101.0,2,VIP,0
6528,75,4.0,10.0,3,Loyal,0
6534,94,6.0,67.0,3,Loyal,0
6543,45,14.0,1612.0,2,VIP,0
6544,63,27.0,976.0,0,At Risk,0
6565,91,26.0,1782.0,0,At Risk,0
6566,39,28.0,1319.0,2,VIP,0
6568,97,6.0,79.0,3,Loyal,0
6575,51,25.0,612.0,0,At Risk,0
6583,54,21.0,981.0,0,At Risk,0
6605,85,20.0,682.0,0,At Risk,0
6606,11,19.0,1161.0,2,VIP,0
6609,64,7.0,107.0,3,Loyal,1
6613,39,26.0,727.0,2,VIP,0
6616,47,16.0,461.0,1,New,0
6619,91,6.0,44.0,3,Loyal,0
6634,78,6.0,54.0,3,Loyal,0
6637,46,15.0,1117.0,2,VIP,0
6642,50,11.0,102.0,3,Loyal,0
6646,23,5.0,22.0,1,New,0
6652,28,17.0,1134.0,2,VIP,0
6653,72,18.0,418.0,3,Loyal,1
6658,37,32.0,1194.0,2,VIP,0
6661,63,32.0,1174.0,0,At Risk,0
6663,96,9.0,157.0,3,Loyal,0
6673,51,7.0,129.0,3,Loyal,0
6678,5,9.0,72.0,1,New,0
6679,29,4.0,16.0,1,New,0
6682,41,5.0,37.0,1,New,0
6690,30,11.0,90.0,1,New,0
6694,27,25.0,1068.0,2,VIP,0
6710,84,7.0,103.0,3,Loyal,0
6715,3,25.0,685.0,2,VIP,0
6720,11,17.0,492.0,2,VIP,1
6721,21,17.0,1213.0,2,VIP,0
6722,98,23.0,767.0,0,At Risk,0
6728,38,6.0,48.0,1,New,0
6729,95,21.0,1538.0,0,At Risk,0
6730,92,8.0,54.0,3,Loyal,0
6742,82,4.0,11.0,3,Loyal,0
6749,78,18.0,1722.0,0,At Risk,0
6768,75,6.0,36.0,3,Loyal,0
6770,5,7.0,68.0,1,New,1
6798,30,23.0,433.0,2,VIP,1
6810,76,12.0,1187.0,0,At Risk,1
6815,4,21.0,809.0,2,VIP,1
6818,26,16.0,369.0,1,New,0
6825,86,4.0,16.0,3,Loyal,0
6853,12,21.0,1438.0,2,VIP,1
6856,75,9.0,65.0,3,Loyal,1
6859,30,9.0,99.0,1,New,0
6862,65,15.0,8.0,3,Loyal,0
6864,34,8.0,30.0,1,New,0
6866,56,5.0,34.0,3,Loyal,0
6870,73,12.0,283.0,3,Loyal,0
6872,43,16.0,405.0,1,New,0
6875,38,17.0,529.0,2,VIP,0
6878,14,14.0,324.0,1,New,0
6885,36,6.0,55.0,1,New,0
6887,33,19.0,564.0,2,VIP,0
6892,23,28.0,732.0,2,VIP,0
6905,55,21.0,1004.0,0,At Risk,0
6906,73,18.0,1024.0,0,At Risk,1
6912,60,22.0,772.0,0,At Risk,0
6918,56,5.0,34.0,3,Loyal,0
6919,39,9.0,63.0,1,New,0
6927,70,19.0,264.0,3,Loyal,0
6931,19,16.0,1062.0,2,VIP,1
6932,77,22.0,2119.0,0,At Risk,0
6935,44,25.0,978.0,2,VIP,0
6940,86,12.0,223.0,3,Loyal,0
6941,92,6.0,95.0,3,Loyal,0
6945,72,32.0,1375.0,0,At Risk,0
6950,25,7.0,54.0,1,New,0
6958,42,5.0,26.0,1,New,0
6961,26,4.0,11.0,1,New,0
6963,85,18.0,1157.0,0,At Risk,0
6969,75,13.0,233.0,3,Loyal,0
6974,89,22.0,1497.0,0,At Risk,0
6977,87,29.0,1921.0,0,At Risk,0
6982,14,24.0,1581.0,2,VIP,0
6983,24,7.0,45.0,1,New,0
6988,93,22.0,1443.0,0,At Risk,0
6991,88,20.0,637.0,0,At Risk,0
6999,80,23.0,834.0,0,At Risk,0
7000,18,23.0,817.0,2,VIP,0
7002,13,14.0,398.0,1,New,0
7004,82,9.0,84.0,3,Loyal,0
7005,71,21.0,813.0,0,At Risk,0
7007,47,8.0,63.0,1,New,0
7010,41,20.0,1363.0,2,VIP,0
7011,47,10.0,93.0,1,New,0
7019,49,13.0,211.0,1,New,0
7022,2,21.0,1410.0,2,VIP,0
7023,87,15.0,263.0,3,Loyal,0
7030,1,35.0,1485.0,2,VIP,0
7034,34,7.0,55.0,1,New,0
7037,50,17.0,401.0,3,Loyal,0
7042,14,6.0,66.0,1,New,1
7053,75,22.0,1453.0,0,At Risk,0
7055,57,26.0,1021.0,0,At Risk,0
7059,47,19.0,1495.0,2,VIP,0
7072,69,19.0,1335.0,0,At Risk,0
7079,38,32.0,1245.0,2,VIP,0
7093,74,4.0,22.0,3,Loyal,0
7094,87,24.0,1064.0,0,At Risk,0
7101,24,31.0,1198.0,2,VIP,0
7106,73,19.0,1242.0,0,At Risk,0
7108,54,18.0,353.0,3,Loyal,0
7118,61,22.0,1528.0,0,At Risk,1
7119,45,12.0,825.0,1,New,0
7124,72,12.0,94.0,3,Loyal,0
7128,91,4.0,15.0,3,Loyal,0
7129,72,31.0,929.0,0,At Risk,0
7141,15,12.0,213.0,1,New,1
7143,14,26.0,820.0,2,VIP,0
7152,64,5.0,37.0,3,Loyal,0
7165,59,22.0,823.0,0,At Risk,0
7181,97,7.0,52.0,3,Loyal,0
7186,43,6.0,35.0,1,New,0
7187,52,25.0,721.0,0,At Risk,0
7192,58,18.0,545.0,0,At Risk,0
7196,20,4.0,13.0,1,New,0
7212,99,6.0,65.0,3,Loyal,0
7214,49,18.0,1283.0,0,At Risk,0
7215,69,27.0,1135.0,0,At Risk,1
7224,24,6.0,31.0,1,New,0
7230,98,22.0,493.0,0,At Risk,1
7232,99,7.0,67.0,3,Loyal,0
7233,4,16.0,1782.0,2,VIP,0
7235,37,9.0,38.0,1,New,0
7244,96,10.0,124.0,3,Loyal,0
7247,72,22.0,606.0,0,At Risk,0
7250,48,25.0,612.0,2,VIP,0
7254,74,10.0,137.0,3,Loyal,0
7261,8,17.0,318.0,1,New,1
7264,2,4.0,17.0,1,New,0
7270,91,19.0,1241.0,0,At Risk,0
7274,87,22.0,2153.0,0,At Risk,0
7275,34,10.0,131.0,1,New,0
7279,3,15.0,1044.0,2,VIP,0
7281,80,9.0,186.0,3,Loyal,0
7284,8,4.0,20.0,1,New,0
7286,92,5.0,55.0,3,Loyal,0
7290,68,21.0,968.0,0,At Risk,0
7297,54,11.0,57.0,3,Loyal,0
7300,50,19.0,535.0,0,At Risk,0
7301,76,8.0,79.0,3,Loyal,1
7313,63,23.0,1565.0,0,At Risk,0
7321,85,14.0,1033.0,0,At Risk,0
7325,86,5.0,40.0,3,Loyal,0
7326,83,6.0,63.0,3,Loyal,0
7327,71,9.0,47.0,3,Loyal,0
7342,6,27.0,1072.0,2,VIP,0
7348,0,17.0,1192.0,2,VIP,1
7349,7,11.0,103.0,1,New,1
7352,28,17.0,405.0,1,New,0
7366,12,21.0,1438.0,2,VIP,1
7369,56,7.0,62.0,3,Loyal,0
7373,8,17.0,302.0,1,New,1
7375,84,16.0,576.0,3,Loyal,0
7378,34,22.0,573.0,2,VIP,0
7381,10,22.0,1442.0,2,VIP,1
7384,18,17.0,485.0,2,VIP,0
7386,83,5.0,43.0,3,Loyal,0
7393,15,9.0,92.0,1,New,0
7396,92,26.0,1597.0,0,At Risk,0
7397,45,21.0,688.0,2,VIP,0
7408,8,12.0,233.0,1,New,0
7409,66,13.0,267.0,3,Loyal,0
7411,31,6.0,17.0,1,New,0
7414,18,12.0,186.0,1,New,0
7419,90,7.0,35.0,3,Loyal,0
7422,90,16.0,369.0,3,Loyal,0
7426,76,12.0,198.0,3,Loyal,0
7428,47,19.0,1367.0,2,VIP,0
7431,40,17.0,1820.0,2,VIP,1
7433,87,12.0,165.0,3,Loyal,0
7437,31,6.0,29.0,1,New,0
7441,80,27.0,1615.0,0,At Risk,0
7444,20,6.0,30.0,1,New,0
7446,16,22.0,716.0,2,VIP,0
7451,23,19.0,2008.0,2,VIP,0
7453,46,21.0,488.0,2,VIP,1
7458,26,8.0,97.0,1,New,0
7462,67,19.0,570.0,0,At Risk,0
7476,93,23.0,1269.0,0,At Risk,0
7485,48,10.0,138.0,1,New,0
7488,30,24.0,825.0,2,VIP,0
7494,11,15.0,269.0,1,New,0
7495,72,10.0,156.0,3,Loyal,0
7500,33,19.0,564.0,2,VIP,0
7503,40,22.0,2209.0,2,VIP,1
7505,24,5.0,46.0,1,New,0
7514,74,12.0,177.0,3,Loyal,0
7516,30,6.0,45.0,1,New,0
7521,57,20.0,1574.0,0,At Risk,0
7527,97,9.0,76.0,3,Loyal,0
7530,48,10.0,138.0,1,New,0
7532,26,10.0,132.0,1,New,0
7533,15,13.0,187.0,1,New,0
7540,52,13.0,270.0,3,Loyal,0
7573,12,6.0,86.0,1,New,1
7574,80,6.0,41.0,3,Loyal,0
7592,86,10.0,209.0,3,Loyal,0
7600,13,6.0,29.0,1,New,0
7610,32,19.0,460.0,2,VIP,0
7613,97,14.0,326.0,3,Loyal,0
7617,83,13.0,163.0,3,Loyal,0
7620,71,8.0,106.0,3,Loyal,0
7627,25,21.0,2086.0,2,VIP,1
7628,10,8.0,76.0,1,New,0
7629,46,7.0,31.0,1,New,0
7631,34,23.0,989.0,2,VIP,0
7646,70,24.0,805.0,0,At Risk,0
7660,37,6.0,49.0,1,New,1
7679,48,6.0,28.0,1,New,0
7683,80,23.0,787.0,0,At Risk,0
7685,4,7.0,78.0,1,New,0
7698,81,10.0,191.0,3,Loyal,0
7699,30,15.0,258.0,1,New,0
7706,88,30.0,1048.0,0,At Risk,0
7712,68,19.0,634.0,0,At Risk,0
7718,36,10.0,711.0,1,New,0
7723,56,21.0,1440.0,0,At Risk,0
7725,33,16.0,641.0,2,VIP,0
7732,81,20.0,745.0,0,At Risk,0
7734,58,22.0,1216.0,0,At Risk,1
7736,36,7.0,61.0,1,New,1
7755,91,16.0,411.0,3,Loyal,0
7761,71,9.0,109.0,3,Loyal,0
7786,22,12.0,160.0,1,New,0
7787,83,23.0,819.0,0,At Risk,0
7788,53,4.0,10.0,3,Loyal,0
7789,96,26.0,1672.0,0,At Risk,0
7791,89,6.0,25.0,3,Loyal,0
7793,12,24.0,800.0,2,VIP,0
7798,28,17.0,429.0,1,New,0
7801,87,21.0,728.0,0,At Risk,0
7807,26,16.0,369.0,1,New,0
7822,56,20.0,662.0,0,At Risk,0
7828,29,12.0,818.0,1,New,0
7829,99,6.0,65.0,3,Loyal,0
7832,30,23.0,1526.0,2,VIP,1
7842,54,9.0,74.0,3,Loyal,0
7848,17,13.0,368.0,1,New,0
7849,12,25.0,1052.0,2,VIP,0
7851,60,22.0,926.0,0,At Risk,0
7861,23,19.0,1175.0,2,VIP,0
7872,7,23.0,557.0,2,VIP,1
7873,30,16.0,300.0,1,New,0
7875,46,26.0,1677.0,2,VIP,1
7881,21,24.0,1033.0,2,VIP,0
7892,89,8.0,75.0,3,Loyal,0
7899,70,17.0,1680.0,0,At Risk,0
7901,39,4.0,22.0,1,New,0
7912,69,8.0,103.0,3,Loyal,0
7919,2,23.0,2092.0,2,VIP,1
7922,29,25.0,966.0,2,VIP,0
7930,74,12.0,268.0,3,Loyal,0
7937,86,7.0,58.0,3,Loyal,0
7938,92,17.0,449.0,3,Loyal,0
7943,40,6.0,35.0,1,New,0
7947,99,5.0,37.0,3,Loyal,0
7959,19,11.0,1370.0,2,VIP,0
7960,89,26.0,1382.0,0,At Risk,0
7962,1,12.0,1901.0,2,VIP,1
7966,48,30.0,1191.0,2,VIP,0
7972,79,17.0,1151.0,0,At Risk,0
7987,96,19.0,460.0,0,At Risk,0
7990,2,4.0,17.0,1,New,0
7998,77,9.0,112.0,3,Loyal,0
7999,17,17.0,1743.0,2,VIP,1
8008,54,7.0,119.0,3,Loyal,0
8015,88,20.0,1313.0,0,At Risk,1
8017,83,7.0,55.0,3,Loyal,0
8026,10,19.0,463.0,2,VIP,0
8029,27,15.0,1621.0,2,VIP,1
8036,10,11.0,63.0,1,New,0
8041,35,21.0,1092.0,2,VIP,0
8070,98,12.0,264.0,3,Loyal,0
8079,86,9.0,55.0,3,Loyal,0
8080,50,4.0,22.0,1,New,0
8082,75,5.0,34.0,3,Loyal,1
8086,34,7.0,55.0,1,New,0
8091,50,17.0,1106.0,0,At Risk,0
8093,72,14.0,914.0,0,At Risk,0
8104,32,12.0,278.0,1,New,0
8132,88,24.0,661.0,0,At Risk,0
8135,41,5.0,52.0,1,New,0
8140,51,10.0,95.0,3,Loyal,0
8143,49,13.0,265.0,1,New,1
8146,84,5.0,54.0,3,Loyal,0
8147,40,8.0,48.0,1,New,0
8148,88,33.0,859.0,0,At Risk,0
8151,6,9.0,263.0,1,New,0
8159,10,11.0,182.0,1,New,0
8162,88,5.0,26.0,3,Loyal,0
8164,13,19.0,1908.0,2,VIP,0
8175,71,8.0,137.0,3,Loyal,0
8180,53,15.0,310.0,3,Loyal,0
8181,42,11.0,177.0,1,New,0
8182,91,11.0,121.0,3,Loyal,0
8204,93,18.0,1319.0,0,At Risk,0
8207,18,5.0,40.0,1,New,0
8210,64,18.0,405.0,3,Loyal,0
8212,89,10.0,174.0,3,Loyal,0
8213,71,11.0,96.0,3,Loyal,1
8216,7,17.0,325.0,1,New,0
8230,28,6.0,71.0,1,New,0
8233,9,21.0,556.0,2,VIP,0
8234,13,4.0,18.0,1,New,1
8235,8,23.0,843.0,2,VIP,0
8254,48,4.0,23.0,1,New,0
8268,23,17.0,404.0,1,New,0
8275,6,4.0,20.0,1,New,0
8278,3,16.0,1711.0,2,VIP,0
8286,55,8.0,122.0,3,Loyal,0
8299,46,6.0,71.0,1,New,0
8310,96,24.0,1459.0,0,At Risk,0
8312,80,6.0,43.0,3,Loyal,0
8314,30,19.0,1772.0,2,VIP,0
8315,65,4.0,23.0,3,Loyal,0
8318,7,19.0,1738.0,2,VIP,0
8334,34,10.0,131.0,1,New,0
8341,22,6.0,34.0,1,New,1
8346,26,12.0,296.0,1,New,1
8360,76,12.0,198.0,3,Loyal,0
8362,9,20.0,1919.0,2,VIP,1
8369,21,4.0,28.0,1,New,0
8370,50,18.0,1159.0,0,At Risk,0
8372,81,4.0,30.0,3,Loyal,0
8373,94,5.0,29.0,3,Loyal,0
8375,63,19.0,518.0,0,At Risk,0
8387,68,11.0,235.0,3,Loyal,0
8395,48,22.0,1511.0,2,VIP,1
8397,82,6.0,34.0,3,Loyal,0
8402,40,22.0,794.0,2,VIP,0
8405,83,13.0,305.0,3,Loyal,0
8414,76,8.0,86.0,3,Loyal,0
8416,19,7.0,44.0,1,New,0
8418,60,7.0,61.0,3,Loyal,0
8420,27,8.0,64.0,1,New,0
8427,78,23.0,1540.0,0,At Risk,0
8430,4,4.0,22.0,1,New,0
8432,0,31.0,684.0,2,VIP,0
8439,97,15.0,902.0,0,At Risk,0
8442,63,6.0,30.0,3,Loyal,0
8443,16,9.0,86.0,1,New,1
8461,3,4.0,16.0,1,New,0
8462,52,5.0,80.0,3,Loyal,0
8475,98,37.0,1608.0,0,At Risk,0
8477,61,5.0,28.0,3,Loyal,0
8486,27,17.0,367.0,1,New,0
8492,25,23.0,1493.0,2,VIP,0
8504,70,19.0,1366.0,0,At Risk,0
8514,59,5.0,20.0,3,Loyal,0
8523,39,10.0,60.0,1,New,0
8524,15,9.0,101.0,1,New,1
8527,37,19.0,395.0,2,VIP,0
8534,51,28.0,992.0,0,At Risk,0
8537,60,21.0,1429.0,0,At Risk,1
8541,98,8.0,41.0,3,Loyal,0
8545,6,17.0,1789.0,2,VIP,1
8553,65,6.0,42.0,3,Loyal,0
8557,57,7.0,46.0,3,Loyal,0
8560,94,18.0,680.0,0,At Risk,0
8562,72,11.0,236.0,3,Loyal,0
8566,10,4.0,9.0,1,New,0
8581,4,29.0,751.0,2,VIP,0
8584,54,17.0,1165.0,0,At Risk,0
8588,92,15.0,289.0,3,Loyal,0
8594,25,9.0,135.0,1,New,0
8595,99,7.0,67.0,3,Loyal,0
8601,3,21.0,1395.0,2,VIP,0
8602,97,26.0,1049.0,0,At Risk,0
8605,36,7.0,68.0,1,New,0
8614,29,17.0,507.0,2,VIP,0
8619,4,4.0,22.0,1,New,0
8624,61,18.0,928.0,0,At Risk,0
8625,70,9.0,45.0,3,Loyal,0
8629,71,5.0,41.0,3,Loyal,0
8643,21,22.0,1662.0,2,VIP,0
8650,31,5.0,42.0,1,New,0
8652,20,13.0,317.0,1,New,0
8659,50,27.0,1038.0,0,At Risk,0
8663,85,4.0,15.0,3,Loyal,0
8685,56,20.0,436.0,0,At Risk,1
8686,65,7.0,75.0,3,Loyal,0
8687,54,16.0,486.0,3,Loyal,0
8690,73,23.0,1385.0,0,At Risk,0
8692,50,16.0,240.0,3,Loyal,0
8700,86,9.0,66.0,3,Loyal,0
8702,10,6.0,22.0,1,New,0
8707,12,16.0,1401.0,2,VIP,1
8717,56,28.0,1835.0,0,At Risk,0
8720,53,1.0,1679.0,3,Loyal,0
8722,38,25.0,1853.0,2,VIP,1
8724,57,7.0,46.0,3,Loyal,0
8726,57,13.0,174.0,3,Loyal,0
8727,63,29.0,1150.0,0,At Risk,0
8732,81,25.0,1461.0,0,At Risk,1
8737,22,6.0,43.0,1,New,0
8746,28,19.0,1188.0,2,VIP,0
8749,68,5.0,61.0,3,Loyal,0
8754,25,4.0,20.0,1,New,0
8755,4,18.0,1196.0,2,VIP,0
8773,22,15.0,322.0,1,New,0
8775,74,10.0,137.0,3,Loyal,0
8779,13,12.0,172.0,1,New,1
8780,71,18.0,507.0,0,At Risk,0
8783,40,18.0,454.0,2,VIP,0
8786,52,18.0,450.0,0,At Risk,0
8789,77,14.0,274.0,3,Loyal,0
8799,6,11.0,153.0,1,New,0
8800,53,24.0,902.0,0,At Risk,1
8805,1,17.0,371.0,1,New,0
8812,45,7.0,48.0,1,New,0
8825,46,24.0,564.0,2,VIP,0
8832,24,9.0,123.0,1,New,0
8842,33,8.0,44.0,1,New,0
8852,80,28.0,1080.0,0,At Risk,0
8858,69,21.0,542.0,0,At Risk,0
8867,90,20.0,2126.0,0,At Risk,0
8870,68,18.0,497.0,0,At Risk,1
8876,49,13.0,152.0,1,New,0
8890,1,14.0,272.0,1,New,0
8895,68,21.0,968.0,0,At Risk,0
8897,9,25.0,654.0,2,VIP,1
8908,35,20.0,1097.0,2,VIP,1
8910,7,16.0,252.0,1,New,1
8911,11,21.0,702.0,2,VIP,0
8916,78,4.0,16.0,3,Loyal,0
8920,4,28.0,1128.0,2,VIP,0
8923,12,21.0,1587.0,2,VIP,1
8925,38,26.0,1012.0,2,VIP,0
8931,82,26.0,1761.0,0,At Risk,0
8932,57,25.0,1531.0,0,At Risk,0
8933,16,8.0,66.0,1,New,0
8939,49,25.0,730.0,2,VIP,0
8945,46,11.0,203.0,1,New,0
8952,96,23.0,859.0,0,At Risk,0
8953,94,6.0,35.0,3,Loyal,0
8955,54,5.0,49.0,3,Loyal,0
8957,51,22.0,1120.0,0,At Risk,0
8962,18,7.0,37.0,1,New,0
8969,59,25.0,1141.0,0,At Risk,0
8970,93,19.0,530.0,0,At Risk,0
8975,47,10.0,69.0,1,New,0
8977,51,4.0,24.0,3,Loyal,0
8985,54,32.0,1211.0,0,At Risk,0
8996,4,29.0,603.0,2,VIP,0
9010,80,23.0,2346.0,0,At Risk,1
9014,65,10.0,61.0,3,Loyal,0
9029,73,23.0,1536.0,0,At Risk,0
9058,65,22.0,1867.0,0,At Risk,1
9064,10,20.0,1555.0,2,VIP,1
9076,44,13.0,185.0,1,New,0
9080,2,9.0,73.0,1,New,0
9081,58,5.0,25.0,3,Loyal,0
9094,39,16.0,587.0,2,VIP,1
9097,34,16.0,343.0,1,New,0
9119,27,15.0,392.0,1,New,0
9120,80,19.0,1065.0,0,At Risk,0
9121,40,16.0,1690.0,2,VIP,1
9135,92,6.0,64.0,3,Loyal,0
9140,89,8.0,91.0,3,Loyal,0
9145,43,22.0,1478.0,2,VIP,0
9150,21,7.0,62.0,1,New,0
9153,81,28.0,1048.0,0,At Risk,0
9166,57,23.0,882.0,0,At Risk,0
9167,72,26.0,976.0,0,At Risk,0
9185,38,18.0,1029.0,2,VIP,1
9197,92,7.0,47.0,3,Loyal,0
9204,33,17.0,1029.0,2,VIP,0
9206,36,26.0,1121.0,2,VIP,0
9209,85,24.0,1564.0,0,At Risk,0
9212,17,28.0,1678.0,2,VIP,0
9213,13,4.0,15.0,1,New,0
9214,48,13.0,358.0,1,New,0
9215,19,21.0,551.0,2,VIP,0
9216,34,7.0,44.0,1,New,0
9220,58,20.0,1968.0,0,At Risk,1
9224,81,25.0,1139.0,0,At Risk,0
9235,45,4.0,18.0,1,New,0
9239,94,8.0,126.0,3,Loyal,0
9240,73,18.0,526.0,0,At Risk,0
9242,19,19.0,1722.0,2,VIP,1
9246,73,17.0,415.0,3,Loyal,0
9256,5,27.0,1001.0,2,VIP,0
9260,20,27.0,1706.0,2,VIP,0
9262,11,5.0,52.0,1,New,0
9264,1,22.0,1638.0,2,VIP,0
9265,74,21.0,1390.0,0,At Risk,0
9274,44,23.0,1213.0,2,VIP,0
9283,49,4.0,18.0,1,New,0
9284,21,27.0,907.0,2,VIP,0
9286,93,19.0,747.0,0,At Risk,0
9289,16,6.0,63.0,1,New,1
9291,25,4.0,15.0,1,New,0
9292,74,23.0,1382.0,0,At Risk,0
9298,89,18.0,1798.0,0,At Risk,0
9303,12,1.0,32.0,1,New,0
9305,65,27.0,1315.0,0,At Risk,0
9308,51,14.0,976.0,0,At Risk,0
9316,29,5.0,29.0,1,New,0
9323,5,26.0,874.0,2,VIP,1
9336,38,21.0,636.0,2,VIP,0
9347,49,5.0,46.0,1,New,0
9349,84,23.0,1131.0,0,At Risk,0
9353,61,16.0,995.0,0,At Risk,0
9360,41,12.0,316.0,1,New,0
9362,14,18.0,568.0,2,VIP,0
9365,57,24.0,1277.0,0,At Risk,0
9369,19,32.0,1274.0,2,VIP,1
9370,68,16.0,1120.0,0,At Risk,0
9381,57,23.0,606.0,0,At Risk,0
9384,57,23.0,606.0,0,At Risk,0
9386,88,13.0,320.0,3,Loyal,0
9392,17,4.0,17.0,1,New,0
9396,31,4.0,25.0,1,New,0
9400,73,19.0,1383.0,0,At Risk,0
9405,40,11.0,172.0,1,New,1
9422,26,9.0,131.0,1,New,0
9423,49,8.0,46.0,1,New,0
9426,77,15.0,900.0,0,At Risk,0
9432,23,11.0,62.0,1,New,0
9449,32,19.0,605.0,2,VIP,0
9451,92,26.0,1658.0,0,At Risk,0
9460,74,8.0,162.0,3,Loyal,0
9463,16,25.0,1443.0,2,VIP,0
9467,51,5.0,20.0,3,Loyal,0
9477,0,20.0,544.0,2,VIP,0
9478,30,15.0,401.0,1,New,0
9481,80,11.0,68.0,3,Loyal,0
9483,24,25.0,637.0,2,VIP,0
9485,23,10.0,199.0,1,New,0
9491,68,10.0,66.0,3,Loyal,0
9493,15,18.0,1808.0,2,VIP,1
9495,29,17.0,1149.0,2,VIP,0
9499,97,17.0,1616.0,0,At Risk,0
9500,66,22.0,758.0,0,At Risk,0
9503,65,13.0,313.0,3,Loyal,0
9504,4,25.0,1008.0,2,VIP,1
9507,18,16.0,434.0,1,New,0
9516,90,28.0,1229.0,0,At Risk,1
9523,95,4.0,15.0,3,Loyal,0
9529,8,22.0,1627.0,2,VIP,1
9530,16,4.0,17.0,1,New,0
9543,74,4.0,22.0,3,Loyal,0
9553,94,4.0,15.0,3,Loyal,0
9559,79,27.0,1034.0,0,At Risk,0
9560,18,22.0,1674.0,2,VIP,1
9576,60,11.0,159.0,3,Loyal,0
9579,61,9.0,106.0,3,Loyal,0
9589,54,17.0,1234.0,0,At Risk,0
9592,51,7.0,33.0,3,Loyal,0
9595,1,14.0,1574.0,2,VIP,1
9596,19,20.0,664.0,2,VIP,0
9597,10,19.0,725.0,2,VIP,0
9606,64,13.0,1536.0,0,At Risk,1
9612,3,5.0,43.0,1,New,0
9617,37,5.0,19.0,1,New,0
9624,46,14.0,963.0,2,VIP,0
9635,13,8.0,129.0,1,New,0
9645,98,24.0,1338.0,0,At Risk,0
9648,20,14.0,253.0,1,New,0
9653,16,7.0,68.0,1,New,0
9665,48,16.0,361.0,1,New,0
9668,14,9.0,77.0,1,New,0
9671,47,10.0,69.0,1,New,1
9672,82,8.0,65.0,3,Loyal,0
9687,1,16.0,726.0,2,VIP,0
9697,86,20.0,542.0,0,At Risk,0
9699,12,23.0,733.0,2,VIP,0
9701,13,12.0,312.0,1,New,0
9703,70,11.0,184.0,3,Loyal,1
9706,98,8.0,94.0,3,Loyal,0
9707,65,20.0,1182.0,0,At Risk,0
9710,80,23.0,792.0,0,At Risk,0
9723,8,28.0,1016.0,2,VIP,0
9725,16,4.0,12.0,1,New,0
9727,13,7.0,81.0,1,New,0
9729,48,23.0,615.0,2,VIP,0
9733,52,5.0,80.0,3,Loyal,0
9736,51,9.0,96.0,3,Loyal,0
9738,43,7.0,100.0,1,New,0
9739,55,8.0,114.0,3,Loyal,0
9743,85,29.0,1910.0,0,At Risk,0
9750,41,23.0,1307.0,2,VIP,0
9757,98,24.0,1631.0,0,At Risk,0
9760,24,31.0,1198.0,2,VIP,1
9771,97,17.0,269.0,3,Loyal,0
9780,12,26.0,795.0,2,VIP,0
9790,12,19.0,1334.0,2,VIP,1
9797,38,16.0,443.0,1,New,0
9799,57,19.0,1173.0,0,At Risk,0
9805,65,22.0,660.0,0,At Risk,0
9817,71,27.0,1049.0,0,At Risk,0
9826,96,22.0,2114.0,0,At Risk,1
9829,42,9.0,78.0,1,New,0
9847,39,16.0,587.0,2,VIP,0
9850,32,4.0,19.0,1,New,0
9855,25,26.0,1020.0,2,VIP,0
9860,11,12.0,215.0,1,New,0
9862,37,7.0,33.0,1,New,0
9888,3,16.0,1091.0,2,VIP,0
9904,50,28.0,1043.0,0,At Risk,0
9905,69,14.0,255.0,3,Loyal,0
9907,80,26.0,1013.0,0,At Risk,0
9909,24,10.0,122.0,1,New,1
9916,92,8.0,54.0,3,Loyal,0
9923,6,9.0,92.0,1,New,0
9925,97,12.0,216.0,3,Loyal,0
9930,8,28.0,1167.0,2,VIP,0
9931,29,15.0,9.0,1,New,0
9937,75,17.0,576.0,0,At Risk,0
9938,82,17.0,1600.0,0,At Risk,0
9940,97,16.0,1009.0,0,At Risk,0
9949,36,15.0,877.0,2,VIP,0
9952,53,17.0,1105.0,0,At Risk,0
9955,20,9.0,134.0,1,New,0
9958,54,21.0,769.0,0,At Risk,0
9960,52,4.0,14.0,3,Loyal,0
9964,56,15.0,424.0,3,Loyal,0
9967,30,22.0,447.0,2,VIP,0
9970,3,9.0,162.0,1,New,0
9971,22,17.0,506.0,2,VIP,0
9972,25,5.0,46.0,1,New,0
9973,28,19.0,490.0,2,VIP,0
9974,75,7.0,70.0,3,Loyal,0
9977,99,20.0,734.0,0,At Risk,0
9984,25,22.0,724.0,2,VIP,1
9986,8,10.0,54.0,1,New,1
9988,84,25.0,860.0,0,At Risk,0
9999,2,23.0,1040.0,2,VIP,0
10001,98,10.0,100.0,3,Loyal,0
10010,43,11.0,152.0,1,New,1
10022,78,4.0,16.0,3,Loyal,0
10031,50,12.0,53.0,3,Loyal,0
10032,86,11.0,53.0,3,Loyal,0
10033,54,5.0,38.0,3,Loyal,0
10037,66,16.0,1127.0,0,At Risk,0
